5097;900490623;2019-12-31;2019;MILES;1577849;16128469;3238165;0;20944483;154281;0;0;72210160;0;72364441;93308924;0;32528;19549;278147;77465;0;407689;0;0;0;0;0;0;407689;3710392;73337828;11402861;2586710;0;1863444;92901235;93308924;
5098;900490623;2019-12-31;2018;MILES;378301;567561;1435546;0;2381408;38880;0;0;10200550;0;10239430;12620838;0;179309;0;327507;47413;0;554229;0;0;0;0;0;0;554229;500000;0;11068881;333979;0;163749;12066609;12620838;
5099;900220408;2019-12-31;2019;MILES;10812182;27236;712247;0;11551665;0;52747;0;1364317671;52747;1364423165;1375974830;6164;3668;0;0;0;0;9832;0;442402;0;0;0;442402;452234;1515799;13186673;828093477;448635464;0;84091183;1375522596;1375974830;
5100;900220408;2019-12-31;2018;MILES;11779211;0;753897;0;12533108;0;43342;0;1193525833;43342;1193612517;1206145625;579313;579780;0;0;52754;0;1211847;0;455301;0;0;0;455301;1667148;1515799;13186673;640453156;473860892;0;75461957;1204478477;1206145625;
5101;800244105;2019-12-31;2019;MILES;632751;7927355;1017594;8239159;17816859;43752318;1029805;8915480;134207623;1029805;188935031;206751890;9362380;3026875;0;561946;180484;3075668;16207353;25884316;13435094;3543354;0;0;42862764;59070117;95815680;12484469;668984;-63887144;0;102599784;147681773;206751890;
5102;800244105;2019-12-31;2018;MILES;253616;6818393;680158;8198505;15950672;40148296;1025714;5149294;126738739;1025714;174087757;190038429;11994653;3141504;0;554464;165770;207929;16064320;24661858;11659472;3482542;0;0;39803872;55868192;95814680;11504380;668984;-61011651;0;87193844;134170237;190038429;
5103;890911431;2019-12-31;2019;MILES;58684269;162289962;124476017;43917734;389367982;26836490;27189846;7006638;48524221;27189846;136747041;526115023;8113078;68744309;10290924;6623802;3609277;118289179;215670569;107815245;0;4688960;0;0;112504205;328174774;51619000;0;107055943;39265306;0;0;197940249;526115023;
5104;890911431;2019-12-31;2018;MILES;31938018;160839746;139743888;56098734;388620386;27567630;27856753;9609011;51195543;27856753;144085690;532706076;30256340;59789975;6310020;6741288;2427137;150679321;256204081;90288908;0;5039636;0;0;95328544;351532625;51619000;0;91343495;38210956;0;0;181173451;532706076;
5105;890922586;2019-12-31;2019;MILES;3428927;531572;33238088;20592010;57790597;812136;0;0;1720110;0;2532246;60322843;8364552;19552803;0;674125;1307614;0;29899094;2370166;0;30137;0;0;2400303;32299397;1000000;14115000;10548731;2359715;0;0;28023446;60322843;
5106;890922586;2019-12-31;2018;MILES;2615111;914621;32077489;23169621;58776842;612976;0;0;613270;0;1226246;60003088;9272776;22433599;0;594931;357781;0;32659087;1965037;0;39436;0;0;2004473;34663560;1000000;14115000;8649091;1575437;0;0;25339528;60003088;
