0;800015615;2019-12-31;2019;MILES;110244124;70761808;39482316;11684846;23438232;4359238;1294220;2003168;54884;4906220;6009548;2589063;3420485;
1;800015615;2019-12-31;2018;MILES;104902608;66347258;38555350;11601746;18727983;8225621;2300318;1960127;49696;3483473;7508345;3567738;3940607;
2;900466209;2019-12-31;2019;MILES;904347704;779510885;124836819;16936182;76011020;31889617;12142239;3488070;0;0;16259308;4899445;11359863;
3;900466209;2019-12-31;2018;MILES;798649010;684740851;113908159;18452577;69800548;25655034;12562163;965997;0;0;12126874;6257555;5869319;
4;890904459;2019-12-31;2019;MILES;118553279;100306856;18246423;1768611;10341927;6135885;1796569;405538;628405;293992;4911542;1706412;3205130;
5;890904459;2019-12-31;2018;MILES;112545242;92360857;20184385;1978857;10030521;8175007;1443262;338703;291257;505343;7189642;2903373;4286269;
6;830040872;2019-12-31;2019;MILES;114793795;107231700;7562095;3165584;4421873;-25362;0;4164782;0;10552056;6361912;3748061;2264852;
7;830040872;2019-12-31;2018;MILES;86790804;73455523;13335281;3684530;5231171;4419580;0;4146143;0;4155285;4428722;2452657;1976065;
8;892000709;2019-12-31;2019;MILES;12384842;6803275;5581567;2642554;1608660;1330353;967985;432765;11470;496613;437686;263731;173955;
9;892000709;2019-12-31;2018;MILES;13961692;8398016;5563676;2385297;1385142;1793237;863233;170913;0;628582;1387673;1249482;138191;
10;817000808;2019-12-31;2019;MILES;423676001;312310816;111365185;7358582;49133743;54872860;10991387;15933;10984285;1831786;56694781;11576571;45118210;
11;817000808;2019-12-31;2018;MILES;424916894;289853178;135063716;7365310;68639414;59058992;37974925;56325;36925334;1614278;59567354;12191702;47375652;
12;890304375;2019-12-31;2019;MILES;25990899;20652715;5338184;1427377;1506113;2404694;602971;55642;355200;475591;2576872;695020;1881852;
13;890304375;2019-12-31;2018;MILES;27355486;19323909;8031577;1352033;2068246;4611298;853810;270413;658101;535903;4681079;1788585;2892494;
14;817003055;2019-12-31;2019;MILES;286935787;139643126;147292661;10832292;35852851;100607518;1567826;35588;1654921;9788834;110447859;22127550;88320309;
15;817003055;2019-12-31;2018;MILES;273748637;137356820;136391817;10515368;2923384;122953065;1261714;98505;1180945;8355720;131129511;42859043;88270468;
16;890302608;2019-12-31;2019;MILES;12094727;10592387;1502340;1225047;283627;-6334;289369;1805;255494;858177;816163;255893;560270;
17;890302608;2019-12-31;2018;MILES;11596332;10301074;1295258;1168890;298197;-171829;290728;22902;214806;907110;636457;262135;374322;
18;805003416;2019-12-31;2019;MILES;22775662;15862760;6912902;2294404;780732;3837766;961921;10908;939998;61389;3866324;1333653;2532671;
19;805003416;2019-12-31;2018;MILES;22280905;15536481;6744424;1917988;839466;3986970;643941;0;1041713;76321;4461063;1624358;2836705;
20;830127761;2019-12-31;2019;MILES;12525191;10089817;2435374;1505219;984763;-54608;0;769963;0;775944;-48627;158584;-207211;
21;830127761;2019-12-31;2018;MILES;10899191;8161022;2738169;1287197;751648;699324;0;677752;0;205584;227156;209624;17532;
22;890401427;2019-06-30;2019;MILES;26595800;9291098;17304702;11131194;1989362;4184146;0;605473;0;764004;4342677;800919;3541758;
23;890401427;2019-06-30;2018;MILES;29511620;9633262;19878358;10042728;1949210;7886420;0;634287;0;701694;7953827;1800918;6152909;
24;890401427;2019-12-31;2019;MILES;25695421;9525161;16170260;10033728;1995124;4141408;0;705193;0;572312;4008527;230756;3777771;
25;890401427;2019-12-31;2018;MILES;26595800;9291098;17304702;11131194;1989362;4184146;0;605473;0;764004;4342677;800919;3541758;
26;800081105;2019-12-31;2019;MILES;3794041;3172557;621484;80075;0;541409;147500;0;23179;0;417088;-45044;462132;
27;800081105;2019-12-31;2018;MILES;3219172;2916840;302332;96497;0;205835;0;147909;25264;0;83190;-348443;431633;
28;830031687;2019-12-31;2019;MILES;76408405;63481743;12926662;4554664;5184010;3187988;5400286;0;52015;0;-2160283;24547;-2184830;
29;830031687;2019-12-31;2018;MILES;92317525;77637932;14679593;3768688;6245005;4665900;4758357;0;411545;0;319088;59970;259118;
30;811045607;2019-12-31;2019;MILES;384684517;306083749;78600768;4443572;66675523;7481673;6935685;799715;167408;3735383;3649064;1317057;2332007;
31;811045607;2019-12-31;2018;MILES;346016796;273989188;72027608;3713925;59734849;8578834;5644649;555214;245005;1549966;4173942;783324;3390618;
32;890201111;2019-12-31;2019;MILES;91667;91268;399;61486;0;-61087;20202;208901;0;1979196;1689006;292632;1396374;
33;890201111;2019-12-31;2018;MILES;273081;235081;38000;43361;0;-5361;20899;4;0;2085393;2059129;96214;1962915;
34;900327961;2019-12-31;2019;MILES;40419594;32260734;8158860;2275348;3490342;2393170;1356634;269546;117210;401766;1285966;752714;533252;
35;900327961;2019-12-31;2018;MILES;47091025;35843947;11247078;2396753;3579519;5270806;1494862;140560;505907;323071;4464362;1804480;2659882;
36;890300329;2019-12-31;2019;MILES;2076841;0;2076841;1540607;0;536234;42984;0;128121;0;957880;313461;644419;
37;890300329;2019-12-31;2018;MILES;1686320;0;1686320;1146495;0;539825;43582;0;160769;0;383690;1322093;-938403;
38;800011002;2019-12-31;2019;MILES;115285905;77509499;37776406;15223589;13779821;8772996;5622403;0;2667645;1926804;7745042;2633706;5111336;
39;800011002;2019-12-31;2018;MILES;101817317;66481448;35335869;13750890;13289162;8295817;5238876;0;3183191;2328460;8568592;2014813;6553779;
40;817000790;2019-12-31;2019;MILES;131445610;92154413;39291197;8667308;15969470;14654419;4537932;14314;47646;688355;9577167;3493935;6083232;
41;817000790;2019-12-31;2018;MILES;131330652;99143880;32186772;7214420;14163275;10809077;5619486;72709;5016;2614165;7868578;2548488;5320090;
42;900169906;2019-12-31;2019;MILES;21381859;20479116;902743;2275013;2071;-1374341;2224387;18680;1098;602274;-3014036;-192733;-2821303;
43;900169906;2019-12-31;2018;MILES;23952439;20811922;3140517;2113764;2225;1024528;2288654;112763;1540;567718;-807631;-340856;-466775;
44;900476207;2019-12-31;2019;MILES;8481486;3831404;4650082;515656;3410237;724189;537575;613006;0;909245;482853;287987;194866;
45;900476207;2019-12-31;2018;MILES;7992759;3386879;4605880;315702;2838205;1451973;497617;582883;0;356813;728286;276834;451452;
46;800151545;2019-12-31;2019;MILES;8679046;5554530;3124516;1417792;597274;1109450;0;218982;0;267767;1158235;434911;723324;
47;800151545;2019-12-31;2018;MILES;7963591;4991994;2971597;1267501;524948;1179148;0;131254;0;212326;1260220;473361;786859;
48;860507991;2019-12-31;2019;MILES;27158134;21785731;5372403;920119;0;4452284;4972993;418332;885317;274473;220749;-6062218;6282967;
49;860507991;2019-12-31;2018;MILES;10396530;15423390;-5026860;2193653;0;-7220513;27272308;30325;223462;18370;-34281314;4157114;-38438428;
50;860002426;2019-12-31;2019;MILES;1258733099;621087659;637645440;71495244;0;566150196;12288662;2440377;1834035;6626781;558232478;200037605;358194873;
51;860002426;2019-12-31;2018;MILES;1500192565;784979000;715213565;24306344;0;690907221;45848485;2246430;825131;1811459;646372176;270481803;375890373;
52;900043705;2019-12-31;2019;MILES;10699656;6263441;4436215;126520;0;4309695;22035;69282;18562;16107;4253047;1445152;2807895;
53;900043705;2019-12-31;2018;MILES;8397408;4618825;3778583;121494;0;3657089;21011;35701;16457;7570;3624404;1174917;2449487;
54;830023542;2019-12-31;2019;MILES;322376366;252268033;70108333;4587921;0;65520412;2547168;725220;4274228;12218946;78741198;25794735;52946463;
55;830023542;2019-12-31;2018;MILES;427603466;380926359;46677107;4347347;0;42329760;6832482;5960107;1573724;5346987;36457882;14619526;21843352;
56;830050369;2019-12-31;2019;MILES;15586407;12038440;3547967;956139;1391454;1200374;0;846468;0;317391;671297;254698;416599;
57;830050369;2019-12-31;2018;MILES;16206580;12422842;3783738;1214879;1158406;1410453;0;988451;0;376626;798628;277781;520847;
58;900268802;2019-12-31;2019;MILES;8438967;6448229;1990738;758451;875312;356975;246427;56290;3233;65555;123046;58641;64405;
59;900268802;2019-12-31;2018;MILES;10293246;7835825;2457421;553505;1081335;822581;308922;156136;109449;206939;673911;33010;640901;
60;890931708;2019-12-31;2019;MILES;31201150;20986644;10214506;2449970;4257239;3507297;1159392;650206;937052;673960;3308711;959495;2349216;
61;890931708;2019-12-31;2018;MILES;27365111;18204794;9160317;2309332;3629302;3221683;972437;296142;547515;508238;3008857;1043761;1965096;
62;817000705;2019-12-31;2019;MILES;315941949;259934895;56007054;89601;4672269;51245184;3129555;208657;69119;4472396;52365205;7349291;45015914;
63;817000705;2019-12-31;2018;MILES;292439099;238111546;54327553;80534;4438855;49808164;3493268;0;53175;3841163;50150912;8155932;41994980;
64;900611617;2019-12-31;2019;MILES;26942296;23522688;3419608;2687007;0;732601;2270783;286580;330757;0;-1053593;19601;-1073194;
65;900611617;2019-12-31;2018;MILES;14736154;15171254;-435100;2461929;0;-2897029;2080777;1163602;86529;0;-5871144;325729;-6196873;
66;800060704;2019-12-31;2019;MILES;19621911;9372626;10249285;3141618;0;7107667;2074123;4723445;0;218971;529070;395624;133446;
67;800060704;2019-12-31;2018;MILES;18885336;8333758;10551578;3212871;0;7338707;2116641;4983839;0;555416;793643;344934;448709;
68;900887433;2019-12-31;2019;MILES;0;0;0;5739340;0;-5739340;606659;338195;604376;451667;-5628151;93102;-5721253;
69;900887433;2019-12-31;2018;MILES;0;0;0;5177732;0;-5177732;86026;177726;353762;37128;-5050594;78461;-5129055;
70;900580854;2019-12-31;2019;MILES;1286306;0;1286306;459217;0;827089;140;25781;0;241621;1042789;351980;690809;
71;900580854;2019-12-31;2018;MILES;1265868;0;1265868;415830;0;850038;177;10460;0;157277;996678;137873;858805;
72;900736003;2019-12-31;2019;MILES;83183421;74314245;8869176;3131546;1864483;3873147;3798846;1187867;224484;2338303;1449221;114813;1334408;
73;900736003;2019-12-31;2018;MILES;60742549;47250050;13492499;3104902;1420241;8967356;2375775;1310069;129843;2433039;7844394;1490160;6354234;
74;890926803;2019-12-31;2019;MILES;152853608;77416707;75436901;12215995;52724831;10496075;11410700;1888466;4665140;1204186;3066235;-1573618;4639853;
75;890926803;2019-12-31;2018;MILES;128872597;67611482;61261115;9647245;46843946;4769924;4308924;1491604;1577713;623627;1170736;694600;476136;
76;900229147;2019-12-31;2019;MILES;0;0;0;981809;0;-981809;0;12525602;0;27727480;14220069;5247770;8972299;
77;900229147;2019-12-31;2018;MILES;0;0;0;232972;0;-232972;0;25631387;0;27199110;1334751;1572020;-237269;
78;900229139;2019-12-31;2019;MILES;0;0;0;23338;0;-23338;0;2;0;436;-22904;8;-22912;
79;900229139;2019-12-31;2018;MILES;0;0;0;25874;0;-25874;0;45;0;42;-25877;38;-25915;
80;900229144;2019-12-31;2019;MILES;0;0;0;23338;0;-23338;0;2;18;402;-22920;6;-22926;
81;900229144;2019-12-31;2018;MILES;0;0;0;25873;0;-25873;7;30;18;2;-25890;14;-25904;
82;900537821;2019-12-31;2019;MILES;11159932;8958318;2201614;222019;94944;1884651;189344;404;14938;3848;1713689;650990;1062699;
83;900537821;2019-12-31;2018;MILES;7685682;8610601;-924919;275484;53234;-1253637;363635;2048;623;1695;-1617002;-583827;-1033175;
84;811020804;2019-12-31;2019;MILES;242871223;186646285;56224938;27236744;0;28988194;4552329;0;0;3720666;28156531;2721750;25434781;
85;811020804;2019-12-31;2018;MILES;165967163;132820414;33146749;25871942;0;7274807;2803174;771723;0;4817682;8517592;2327473;6190119;
86;901156112;2019-12-31;2019;MILES;3629138;4150133;-520995;345151;32722;-898868;182264;12748;159177;55025;-879678;13160;-892838;
87;901156112;2019-12-31;2018;MILES;1766088;1772332;-6244;249548;23730;-279522;67326;10547;28076;27015;-302304;0;-302304;
88;891856718;2019-12-31;2019;MILES;120808630;108164253;12644377;10042392;0;2601985;1243170;0;0;0;-317888;311137;-629025;
89;891856718;2019-12-31;2018;MILES;73366895;61011087;12355808;9553008;166207;2636593;137842;785196;1953885;1382804;5165415;2189393;2976022;
90;900877501;2019-12-31;2019;MILES;10179417;4785013;5394404;364382;0;5030022;1112;13405;36616;10081138;15133259;1041562;14091697;
91;900877501;2019-12-31;2018;MILES;11399796;7215867;4183929;198602;0;3985327;5878;4968816;24799;4585577;3621009;699720;2921289;
92;890113304;2019-12-31;2019;MILES;308626;0;308626;285533;980;22113;0;11262;0;0;10851;3254;7597;
93;890113304;2019-12-31;2018;MILES;284960;0;284960;252073;0;32887;0;11333;0;0;21554;9324;12230;
94;860511886;2019-12-31;2019;MILES;45759981;29435057;16324924;1443114;10977297;3904513;1185040;293979;441691;158957;3026142;990956;2035186;
95;860511886;2019-12-31;2018;MILES;41779074;26846498;14932576;1374904;10087596;3470076;985359;517219;235532;503791;2706821;1005846;1700975;
96;800068713;2019-12-31;2019;MILES;352509452;87465480;265043972;2754713;0;262289259;0;5165004;3702080;0;264852509;86550376;178302133;
97;800068713;2019-12-31;2018;MILES;319005411;77485016;241520395;3081922;0;238438473;0;3472510;1238552;0;229424066;77951127;151472939;
98;900129331;2019-12-31;2019;MILES;84410494;27244021;57166473;24723142;11513012;20930319;0;817368;0;0;20112951;7478804;12634147;
99;900129331;2019-12-31;2018;MILES;83875755;28039198;55836557;28126060;11809520;15900977;0;279294;0;0;15621683;6175678;9446005;
100;900432307;2019-12-31;2019;MILES;22396109;19440506;2955603;3928522;0;-972919;116083;10800;0;1217376;117574;0;117574;
101;900432307;2019-12-31;2018;MILES;20066517;18476647;1589870;3249256;0;-1659386;2977188;23803;0;888745;-3771632;575129;-4346761;
102;900017447;2019-12-31;2019;MILES;2012665096;1417516082;595149014;141691930;391402658;62054426;66735699;0;2869341;13453227;11641295;3554889;8086406;
103;900017447;2019-12-31;2018;MILES;1859003233;1269629467;589373766;111261602;423447922;54664242;35608135;0;7952444;3919119;30927670;15726961;15200709;
104;830146410;2019-12-31;2019;MILES;0;0;0;2969384;0;-2969384;0;9782346;0;679568;-12072162;0;-12072162;
105;830146410;2019-12-31;2018;MILES;0;0;0;5998166;0;-5998166;0;57509049;0;0;-63507215;0;-63507215;
106;800203758;2019-12-31;2019;MILES;63552096;39544908;24007188;5631800;10201711;8173677;137525;194882;342549;1024687;8893589;2951267;5942322;
107;800203758;2019-12-31;2018;MILES;52901292;34049132;18852160;4554625;8681547;5615988;34607;149586;358146;359297;5474080;2348730;3125350;
108;900375704;2019-12-31;2019;MILES;1659042;1111558;547484;354983;0;192501;143388;41798;2093;32623;42031;31546;10485;
109;900375704;2019-12-31;2018;MILES;2834125;2422371;411754;369458;0;42296;39555;13467;1637;106735;97646;61805;35841;
110;817000724;2019-12-31;2019;MILES;29451089;22019810;7431279;2617501;1162359;3651419;6247946;9912;5611241;65335;3070137;1007066;2063071;
111;817000724;2019-12-31;2018;MILES;33996728;24663581;9333147;2752653;1724079;4856415;7238937;84989;5619592;205647;3357728;1301907;2055821;
112;800137960;2019-12-31;2019;MILES;496785277;432935130;63850147;52450685;0;11399462;2860402;737407;251013;226650;8279316;3208980;5070336;
113;800137960;2019-12-31;2018;MILES;451433254;392960455;58472799;49395896;0;9076903;2783264;32406;276508;105302;6643043;2965815;3677228;
114;900495729;2019-12-31;2019;MILES;21329309;11354556;9974753;706716;6174305;3093732;2026823;0;35612;173943;1241712;464033;777679;
115;900495729;2019-12-31;2018;MILES;21638844;12093182;9545662;652283;6739536;2153843;1090147;0;14979;128275;1162082;455726;706356;
116;900591504;2019-12-31;2019;MILES;79125;0;79125;59848;84044;-64767;639115;0;0;1837;-717182;-185;-716997;
117;900591504;2019-12-31;2018;MILES;126600;0;126600;47050;66488;13062;674492;0;0;879;-661004;7502;-668506;
118;900118612;2019-12-31;2019;MILES;654575115;641529754;13045361;3861849;1004530;8178982;6051954;0;2303481;0;4430509;2483859;1946650;
119;900118612;2019-12-31;2018;MILES;253716537;248152427;5564110;1797289;739694;3027127;6039612;0;4425835;0;1413350;421643;991707;
120;830048328;2019-12-31;2019;MILES;48536466;25733548;22802918;11930685;0;10872233;2307044;8644292;3045872;253581;3222086;914473;2307613;
121;830048328;2019-12-31;2018;MILES;45191718;22327059;22864659;11803219;0;11061440;2292338;7889600;535769;211454;1626725;734997;891728;
122;800069103;2019-12-31;2019;MILES;5978041;5420232;557809;2008;407803;147998;0;28774;124643;58491;302358;193223;109135;
123;800069103;2019-12-31;2018;MILES;5946272;5573425;372847;3817;323488;45542;0;108931;0;416211;352822;46839;305983;
124;900494134;2019-12-31;2019;MILES;6039534;424478;5615056;118646;2484321;3012089;726084;66861;48121;109919;2377184;808638;1568546;
125;900494134;2019-12-31;2018;MILES;5168102;477989;4690113;1200114;721955;2768044;984086;119132;40164;2622;1707612;832037;875575;
126;830074222;2019-12-31;2019;MILES;316843452;233837236;83006216;16200286;46071273;20734657;25900897;0;19546534;0;24007439;8338313;15669126;
127;830074222;2019-12-31;2018;MILES;231604943;157664033;73940910;17117865;38119067;18703978;13812257;6447111;8573602;1035900;8054112;4488047;3566065;
128;900154981;2019-12-31;2019;MILES;5345511;3210918;2134593;205886;1085384;843323;120577;76643;43278;20966;710347;0;492047;
