43372;900400135;2019-12-31;2019;MILES;12806656;7649984;5156672;1768027;1449361;1939284;0;1572241;0;40751;407794;0;407794;
43373;900400135;2019-12-31;2018;MILES;9402224;5697572;3704652;1415013;1398713;890926;0;500484;0;4681;395123;0;395123;
43374;900449939;2019-12-31;2019;MILES;30726183;26447664;4278519;1334457;0;2944062;293713;30367;0;308;2620290;888406;1731884;
43375;900449939;2019-12-31;2018;MILES;8362381;6381222;1981159;899941;0;1081218;480790;338920;967;87225;349700;270292;79408;
43376;900575406;2019-12-31;2019;MILES;2503256;0;2503256;517524;0;1985732;57146;0;8542;13371061;15308189;105018;15203171;
43377;900575406;2019-12-31;2018;MILES;1011076;0;1011076;9206375;0;-8195299;676667;0;71538;67502;-8732926;24508;-8757434;
43378;800051984;2019-12-31;2019;MILES;3244965;460;3244505;1810718;14622;1419165;0;676324;0;1914;744755;58771;685984;
43379;800051984;2019-12-31;2018;MILES;3212800;4000;3208800;1418680;12268;1777852;0;1080974;0;22913;719791;152878;566913;
43380;830006910;2019-12-31;2019;MILES;25470776;17380329;8090447;4187604;3222;3899621;253732;317830;233792;43120;3082913;1369690;1713223;
43381;830006910;2019-12-31;2018;MILES;33224181;26320658;6903523;5157027;4709;1741787;291649;21018;903031;42406;2374557;920463;1454094;
43382;891903403;2019-12-31;2019;MILES;71252639;63538883;7713756;1882446;8600731;-2769421;1474901;57698;74849;4831714;604543;103789;500754;
43383;891903403;2019-12-31;2018;MILES;63166165;55988912;7177253;1375452;7768444;-1966643;1284913;630329;42133;4767645;927893;367686;560207;
43384;813001526;2019-12-31;2019;MILES;641704;0;641704;586682;0;55022;0;85748;0;121195;9347723;46377;9301346;
43385;813001526;2019-12-31;2018;MILES;2267117;953500;1313617;959474;268;353875;0;25086;0;67101;86294979;134543;86160436;
43386;890905893;2019-12-31;2019;MILES;66427246;48619172;17808074;4072710;11228958;2506406;372842;3333122;37905;2952702;2074820;672307;1402513;
43387;890905893;2019-12-31;2018;MILES;61894269;44493734;17400535;3967867;10445275;2987393;282717;2084952;61510;1753986;2497576;1220459;1277117;
43388;891100247;2019-12-31;2019;MILES;2199431;235400;1964031;1857233;120588;-13790;144380;67962;735081;886023;6365798;80147;6285651;
43389;891100247;2019-12-31;2018;MILES;38563953;32149754;6414199;2648594;3519296;246309;274377;47046;445817;2091885;2462588;363083;2099505;
43390;900673310;2019-12-31;2019;MILES;10905816;9944846;960970;152282;0;808688;26009;0;23275;0;805954;289925;516029;
43391;900673310;2019-12-31;2018;MILES;3472965;3006174;466791;95959;0;370832;69804;0;4125;0;305153;114596;190557;
43392;900233101;2019-12-31;2019;MILES;174903488;118138968;56764520;10987981;19738249;26038290;13657596;1838982;0;2053956;12595668;4906915;7688753;
43393;900233101;2019-12-31;2018;MILES;179499350;118465163;61034187;10520396;22281064;28232727;11677751;845110;0;1155966;16865832;2396163;14469669;
43394;901135250;2019-12-31;2019;MILES;1031356;0;1031356;44290;0;987066;0;0;0;0;987066;0;970994;
43395;901135250;2019-12-31;2018;MILES;1118815;0;1118815;8938;0;1109877;0;0;0;0;1109877;0;1106104;
43396;800243310;2019-12-31;2019;MILES;1840000;598652;1241348;3662510;0;-2421162;155499;303942;0;1058442;-1822161;65393;-1887554;
43397;800243310;2019-12-31;2018;MILES;1301600;750644;550956;1695562;0;-1144606;7305;94022;0;284059;-961874;4025211;-4987085;
43398;900120377;2019-12-31;2019;MILES;0;0;0;55473;0;-55473;26584;72947;289376;21;-2741101;41227;-2782328;
43399;900120377;2019-12-31;2018;MILES;22981;0;22981;75867;0;-52886;203687;1519;148453;1;-4873977;114819;-4988796;
43400;900444217;2019-12-31;2019;MILES;0;0;0;32218;0;-32218;1104;31953;0;22570;-42705;3318;-46023;
43401;900444217;2019-12-31;2018;MILES;0;0;0;131109;0;-131109;949;55462;21454;180655;14589;11364;3225;
43402;860076008;2019-12-31;2019;MILES;20001532;7614981;12386551;4755421;123229;7507901;0;1622612;0;229888;6115177;1770414;4344763;
43403;860076008;2019-12-31;2018;MILES;19706413;6866826;12839587;4882245;0;7957342;2191222;116449;0;682653;6332324;2311225;4021099;
43404;900357074;2019-12-31;2019;MILES;373661;0;373661;166107;0;207554;57130;2272;890;0;149042;30765;118277;
