0;800015615;2019-12-31;2019;MILES;1541644;751075;28148654;71084443;101525816;34691384;0;0;3066770;0;37758154;139283970;33050935;10086929;1748593;1399166;1841213;162080;48288916;3102949;0;2899355;0;3512769;9515073;57803989;51000000;3052904;4575562;11271466;0;11580049;81479981;139283970;
1;800015615;2019-12-31;2018;MILES;3524152;1046492;31318752;58072815;93962211;34647296;0;0;1823866;0;36471162;130433373;28327452;6725548;1487407;1304204;3274201;176074;41294886;1802144;0;1794170;0;3490510;7086824;48381710;51000000;3052904;4200274;10215346;0;13583139;82051663;130433373;
2;900466209;2019-12-31;2019;MILES;27261;0;52393692;258858281;311279234;3599435;0;0;36132034;0;39731469;351010703;29050592;188520774;24004496;1294500;6956825;0;249827187;624357;0;8804350;0;718839;10147546;259974733;63418600;0;0;27617370;0;0;91035970;351010703;
3;900466209;2019-12-31;2018;MILES;13869248;0;33928344;204683688;252481280;2018324;0;0;39900673;0;41918997;294400277;19860138;162761163;15466000;1146000;6984309;0;206217610;0;0;7976560;0;530000;8506560;214724170;63418600;0;0;16257507;0;0;79676107;294400277;
4;890904459;2019-12-31;2019;MILES;1653274;7944855;29449772;36262593;75310494;4500913;0;0;410005;0;4910918;80221412;3719868;24191238;0;0;2578996;0;30490102;9297104;0;1022897;0;0;10320001;40810103;150000;21223555;2861269;15176485;0;0;39411309;80221412;
5;890904459;2019-12-31;2018;MILES;1347546;7944855;27918844;37554218;74765463;3473323;0;0;706568;0;4179891;78945354;994050;26655984;0;0;3146023;0;30796057;7954444;0;1188674;0;0;9143118;39939175;150000;21223555;1375000;16257624;0;0;39006179;78945354;
6;830040872;2019-12-31;2019;MILES;5041894;10535749;32040908;0;47618551;211414;0;0;2148148;0;2359562;49978113;0;31368899;0;3051669;6344300;9932;40774800;0;5708650;0;0;1070369;6779019;47553819;4000000;0;478580;-2380519;0;326233;2424294;49978113;
7;830040872;2019-12-31;2018;MILES;4007342;9922002;27654439;0;41583783;385021;0;0;2882946;0;3267967;44851750;0;24361695;0;2253967;5688732;4159423;36463817;0;5722056;0;0;1070369;6792425;43256242;3730000;0;478580;-2669305;0;56233;1595508;44851750;
8;892000709;2019-12-31;2019;MILES;947986;0;2408658;7194199;10550843;30104160;0;0;6470303;0;36574463;47125306;3069091;1001229;0;0;179581;49799;4299700;6414848;0;3692265;0;0;10107113;14406813;1000000;0;857244;15068946;0;15792303;32718493;47125306;
9;892000709;2019-12-31;2018;MILES;630238;0;1887621;8381982;10899841;30230005;0;0;5402178;0;35632183;46532024;4047481;1158332;0;0;165568;28302;5399683;4412031;0;4315706;0;0;8727737;14127420;1000000;0;857244;14894991;0;15652369;32404604;46532024;
10;817000808;2019-12-31;2019;MILES;16311651;6239870;70805539;48449082;141806142;218622676;0;0;80783871;0;299406547;441212689;12404077;75657781;0;0;0;2013422;90075280;0;0;14036812;0;0;14036812;104112092;1371950;80943610;101883779;132439628;0;20461630;337100597;441212689;
11;817000808;2019-12-31;2018;MILES;15162698;98103;81069268;47544578;143874647;197271317;0;0;80783871;0;278055188;421929835;17095845;63338771;0;0;0;1211600;81646216;5000000;0;13301232;0;0;18301232;99947448;1371950;80943610;84508127;134697070;0;20461630;321982387;421929835;
12;890304375;2019-12-31;2019;MILES;1740567;281442;5603936;4730540;12356485;4235724;25580;0;80858;25580;4367742;16724227;280956;2144109;0;37165;0;664497;3126727;0;1679053;0;0;268614;1947667;5074394;2000000;772261;4285557;4592015;0;0;11649833;16724227;
13;890304375;2019-12-31;2018;MILES;359922;397037;5022771;6662797;12442527;2322264;0;0;0;0;2322264;14764791;167770;3158823;0;39071;398351;613392;4377407;0;0;339093;0;297305;636398;5013805;2000000;772261;1376069;5602656;0;0;9750986;14764791;
14;817003055;2019-12-31;2019;MILES;3927437;727485;62614104;44724148;111993174;173901145;0;8619425;104729055;0;287249625;399242799;2093937;48087340;0;0;3011144;1783982;54976403;0;3720647;24282331;0;264237;28267215;83243618;123481991;2882000;81681309;88320309;0;19633572;315999181;399242799;
15;817003055;2019-12-31;2018;MILES;3053252;0;64495523;30728923;98277698;163479086;0;8304781;104729047;0;276512914;374790612;4826150;17204456;0;0;10710250;1351062;34091918;0;0;22906549;0;113273;23019822;57111740;123481991;2882000;83410841;88270468;0;19633572;317678872;374790612;
16;890302608;2019-12-31;2019;MILES;235088;201117;10694122;1921181;13051508;1044713;0;0;0;0;1044713;14096221;206894;2768550;0;11717;0;115653;3102814;0;573523;61224;0;56756;691503;3794317;1608638;136520;5367389;3189357;0;0;10301904;14096221;
17;890302608;2019-12-31;2018;MILES;213719;162101;8588567;2810784;11775171;434870;0;0;0;0;434870;12210041;65552;1690761;0;11222;0;116193;1883728;59005;0;123666;0;0;182671;2066399;1608638;136520;5405219;2993265;0;0;10143642;12210041;
18;805003416;2019-12-31;2019;MILES;1134034;912412;10446698;4647178;17140322;1941098;0;0;15975;0;1957073;19097395;44112;9164279;0;232186;367216;2515;9810308;0;746852;0;0;0;746852;10557160;400000;0;3495179;4645056;0;0;8540235;19097395;
19;805003416;2019-12-31;2018;MILES;852036;541578;11703991;4279728;17377333;1194989;0;0;2875;0;1197864;18575197;0;8759848;34;0;647859;0;9407741;218216;0;62031;0;0;280247;9687988;400000;0;3582401;4904808;0;0;8887209;18575197;
20;830127761;2019-12-31;2019;MILES;396713;0;2886550;329156;3612419;13276570;3639222;0;5676146;3639222;26231160;29843579;27038;2059200;0;0;43160;44474;2173872;6235267;0;0;0;13008;6248275;8422147;2864251;0;72312;10886586;0;7598283;21421432;29843579;
21;830127761;2019-12-31;2018;MILES;142351;0;2508686;358310;3009347;13908659;3536852;0;575959;3536852;21558322;24567669;270114;2618912;0;0;204184;451721;3544931;5941015;0;0;0;183013;6124028;9668959;2864251;0;70559;11095550;0;868350;14898710;24567669;
22;890401427;2019-06-30;2019;MILES;10565136;13429568;2605948;1636515;28237167;114796094;0;0;0;0;114796094;143033261;2297227;7528069;24814626;0;761693;0;35401615;0;3900000;10515445;0;0;14415445;49817060;12408068;0;6669384;67102453;0;7036296;93216201;143033261;
23;890401427;2019-06-30;2018;MILES;13572606;14324876;3198530;1601463;32697475;115326439;0;0;0;0;115326439;148023914;1800142;9000424;25664357;0;721935;0;37186858;0;5200000;10423298;0;0;15623298;52810156;12408068;0;6669384;69100010;0;7036296;95213758;148023914;
24;890401427;2019-12-31;2019;MILES;7885242;17519286;5080363;1741180;32226071;118629906;0;0;0;0;118629906;150855977;4135760;9390001;1992149;0;919604;0;16437514;0;7287500;10490389;0;22822477;40600366;57037880;12408068;0;6669384;67704349;0;7036296;93818097;150855977;
25;890401427;2019-12-31;2018;MILES;10565136;13429568;2605948;1636515;28237167;114796094;0;0;0;0;114796094;143033261;2297227;7528069;24814626;0;761693;0;35401615;0;3900000;10515445;0;0;14415445;49817060;12408068;0;6669384;67102453;0;7036296;93216201;143033261;
26;800081105;2019-12-31;2019;MILES;58655;453113;247871;22526;782165;9022336;0;0;3259002;0;12281338;13063503;0;149919;0;86781;0;190000;426700;1500000;0;647689;0;1775177;3922866;4349566;800000;1820000;680190;5413747;0;0;8713937;13063503;
27;800081105;2019-12-31;2018;MILES;15731;548513;311597;9706;885547;9090912;0;0;2676925;0;11767837;12653384;0;158918;0;0;80539;130522;369979;0;0;787872;0;3243728;4031600;4401579;800000;1820000;680190;4951615;0;0;8251805;12653384;
28;830031687;2019-12-31;2019;MILES;209849;4341411;7918319;8219848;20689427;6700579;0;0;2372257;0;9072836;29762263;748477;12586418;0;308814;995258;0;14638967;12448210;159916;0;0;0;12608126;27247093;4700000;0;0;-2184830;0;0;2515170;29762263;
29;830031687;2019-12-31;2018;MILES;276605;5558512;12769944;10507338;29112399;8063256;455192;0;2041082;455192;11014722;40127121;6802512;20484185;0;282008;876754;0;28445459;6649563;72981;0;0;0;6722544;35168003;4700000;0;0;259118;0;0;4959118;40127121;
30;811045607;2019-12-31;2019;MILES;10620685;6203382;6301862;27530459;50656388;46412843;0;25660941;14821165;0;86894949;137551337;4489396;50433296;0;1731401;0;632209;57286302;28137179;0;15937184;0;0;44074363;101360665;2000000;3795156;11093346;19302170;0;0;36190672;137551337;
31;811045607;2019-12-31;2018;MILES;9356213;4148979;5810044;22633716;41948952;42430497;0;20297379;15425769;0;78153645;120102597;10002058;39858361;0;1720048;0;756292;52336759;18364400;0;15542773;0;0;33907173;86243932;2000000;3795156;10754284;17309225;0;0;33858665;120102597;
32;890201111;2019-12-31;2019;MILES;54156;4200613;48177;0;4302946;245474;0;0;18914146;0;19159620;23462566;0;7871;0;74188;57804;8746760;8886623;0;0;0;0;296273;296273;9182896;3000000;0;2371528;1396374;0;7511768;14279670;23462566;
33;890201111;2019-12-31;2018;MILES;34705;2224045;45234;0;2303984;323074;0;0;19149139;0;19472213;21776197;0;5541;0;61000;2310;6496331;6565182;0;0;0;0;311536;311536;6876718;3000000;0;2424796;1962915;0;7511768;14899479;21776197;
34;900327961;2019-12-31;2019;MILES;1067076;1617244;2285446;1130332;6100098;8502631;13050342;0;6173705;13050342;40777020;46877118;9316274;4243588;0;159303;171871;8244;13899280;2880619;79672;1827025;0;0;4787316;18686596;2900000;0;10647704;533252;0;14109566;28190522;46877118;
35;900327961;2019-12-31;2018;MILES;603121;3326893;4247585;2088590;10266189;8802532;11588205;0;-7895074;11588205;24083868;34350057;7127765;5109788;0;156828;1443293;2984;13840658;6901422;0;60273;0;0;6961695;20802353;2900000;0;7987722;2659982;0;0;13547704;34350057;
36;890300329;2019-12-31;2019;MILES;3055578;989102;175830;0;4220510;0;0;23018733;804783;0;23823516;28044026;150806;578494;0;79658;108911;0;917869;150806;500597;1616188;0;730091;2997682;3915551;3751783;0;488491;128062;0;19760139;24128475;28044026;
37;890300329;2019-12-31;2018;MILES;1303220;1319043;268011;0;2890274;0;0;22820322;999580;0;23819902;26710176;139588;107092;0;77287;54101;0;378068;279175;522106;1591758;0;670350;3063389;3441457;3751783;0;488491;-516357;0;19544802;23268719;26710176;
38;800011002;2019-12-31;2019;MILES;4964246;4510832;20989631;22107296;52572005;29893220;0;0;10591888;0;40485108;93057113;2068218;16837582;44224;0;5019223;8820844;32790091;21183222;0;6149581;0;0;27332803;60122894;129809;613860;6769599;13818685;0;11602266;32934219;93057113;
39;800011002;2019-12-31;2018;MILES;4251392;4981958;17493048;18118205;44844603;22859432;0;0;4786003;0;27645435;72490038;2720995;15503104;39830;0;4296713;2546790;25107432;13244856;0;4580919;0;0;17825775;42933207;129809;566715;7685017;7256250;0;13919040;29556831;72490038;
40;817000790;2019-12-31;2019;MILES;2835908;1940958;21169432;20580761;46527059;26906562;15267869;0;-14323865;15267869;43118435;89645494;987560;24599258;622386;1273278;2653608;14141844;44277934;15718972;0;1471927;0;0;17190899;61468833;5000000;0;4480131;18696530;0;0;28176661;89645494;
41;817000790;2019-12-31;2018;MILES;726892;1573280;31470775;16781908;50552855;23905868;23828586;0;-23646408;23828586;47916632;98469487;652352;28728626;368630;1403455;1992329;20970521;54115913;17613146;0;997292;0;0;18610438;72726351;5000000;0;3872222;16870914;0;0;25743136;98469487;
